scenario,policy,slo_violation_pct,cvar95_ms,replica_seconds
app,cvar_safe,0.35030864197530864,252.15366672133297,3878.2
app,hpa_like,1.9576474622770919,489.7143337929099,2585.266666666667
app,keda_style,2.8659807956104255,595.8187183802613,2453.5333333333333
db,cvar_safe,0.019924554183813444,282.73808842387257,21600.0
db,hpa_like,3.4325102880658434,642.3350049100952,2585.266666666667
db,keda_style,4.535836762688615,753.3793437638612,2453.5333333333333
mixed,cvar_safe,0.5623799725651577,299.8215538905435,3954.8
mixed,hpa_like,2.6184499314128944,557.628087368259,2585.266666666667
mixed,keda_style,3.613717421124828,669.1077639387671,2453.5333333333333
